datetime,open,high,low,close,volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_21,EMA_26,EMA_50,Price_SMA_20_Ratio,Price_EMA_12_Ratio,RSI,MACD,MACD_Signal,MACD_Histogram,Stoch_K,Stoch_D,ROC,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Volatility,Volatility_Ratio,OBV,Volume_SMA_20,Volume_Ratio_20,Volume_ROC,PVT,ADX,Price_Above_EMA21,Price_Below_EMA21,Distance_From_EMA21,Distance_From_EMA21_Pct,EMA21_Cross_Above,EMA21_Cross_Below,Bearish_Trap_Setup,Bullish_Trap_Setup,Bearish_Trap_Confirmed,Bullish_Trap_Confirmed,ADX_In_Range,Hour,Minute,Time_Minutes,Entry_Window_1,Entry_Window_2,In_Entry_Window,Market_Open_Hour,First_Hour,Candle_Body_Size_Pct,Small_Candle,Green_Candle,Red_Candle,Doji_Candle,Candle_Range,Candle_Range_Pct,Upper_Shadow,Lower_Shadow,Upper_Shadow_Pct,Lower_Shadow_Pct,Body_To_Range_Ratio
2024-01-11 01:50:00,98.13234726008558,98.18701204733856,97.81858302162763,97.90375320051945,40979,98.39992064661335,97.90935851677547,98.15210646454216,98.19758032426586,98.21505489849697,98.18972074005585,98.02904023361977,0.9949576438392079,0.9970077967015466,41.948651589444125,0.007859584210009984,0.09550567157742292,-0.08764608736741293,10.120452687484402,10.071810973952113,-0.382207683696445,98.92727970231901,98.39992064661335,97.8725615909077,0.010718688637963034,0.02957340854801035,0.227432447107387,0.0014925167269241673,0.6975028299924254,-438963.0,42319.85,0.968316286565288,-22.435266505148398,-116187.41207796689,14.794782987988057,0,1,-0.3113016979775267,-0.31695924652208357,0,0,0,0,0,0,0,1,50,110,0,0,0,0,0,0.23294465683194038,0,0,1,0,0.36842902571092395,0.37544095906975117,0.054664787252974634,0.08517017889181488,0.055705166317986395,0.08679113591982433,0.6204561628254919
2024-01-11 01:55:00,97.90375320051945,98.03550670419445,97.85244711464362,97.97531067258912,15037,98.35555423063991,97.93790134901766,98.14148630375207,98.16338499323867,98.19325996886899,98.17383851283608,98.02693319201072,0.9961339899812964,0.998084068508207,44.2466480058693,-0.010453519597419358,0.07431383334245446,-0.08476735293987382,11.651611283831977,10.072293298897442,-0.2187297264258592,98.86884862059038,98.35555423063991,97.84225984068944,0.010437527274704154,0.12960479843985656,0.2242629572819181,0.0014651124311642525,0.6949145920361457,-423926.0,41065.05,0.36617512945923597,-83.89766983637455,-115088.36360195203,14.96897489146905,0,1,-0.21794929627986903,-0.22195952792377735,0,0,0,0,0,0,0,1,55,115,0,0,0,0,0,0.07308961069460933,1,1,0,0,0.18305958955082247,0.18697913365577817,0.06019603160532938,0.051306085875822305,0.061484907000490766,0.052404615960678094,0.3908971512787339
2024-01-11 02:00:00,97.97531067258912,98.16153672208088,97.91777021802407,98.08746757786277,46483,98.32536723549433,97.97268731936533,98.13156519178955,98.15170539087315,98.18364247877751,98.16744066580102,98.0293070894951,0.9975804854401227,0.9993455252483432,47.73864161314893,-0.015735274927877185,0.05630401168838813,-0.07203928661626532,16.89227726047816,12.888113743931504,-0.27845664871499753,98.82703204576352,98.32536723549433,97.82370242522514,0.010204178725672638,0.2628898292627869,0.2256560677658388,0.0014736768007334463,0.7091109715723108,-377443.0,38614.75,1.203762810843007,101.84549915324155,-109767.23791013635,14.41674367716881,0,1,-0.09617490091474679,-0.09795409753262625,0,0,0,0,0,0,0,2,0,120,0,0,0,0,0,0.11447466152820164,1,1,0,0,0.24376650405680778,0.24880401234084287,0.0740691442181145,0.057540454565042864,0.07559980540978992,0.05872954540285133,0.46009974055956915
2024-01-11 02:05:00,98.08746757786277,98.3238144320256,98.05650077370049,98.30407782649782,81947,98.31671967776111,97.99780549468571,98.12207944253208,98.17514730404618,98.19459114675209,98.17756193696376,98.04008241251482,0.9998714170763149,1.0013132704762067,53.76200564634254,-0.002414632917577819,0.04456028276719494,-0.04697491568477276,34.191282950598016,20.911723831636042,-0.1017256080968143,98.81356860007634,98.31671967776111,97.81987075544589,0.01010710943049514,0.48727797254305394,0.22863160994864376,0.0015069755002373318,0.7349086676437531,-295496.0,41980.45,1.952027670022594,416.46183903699506,-91670.57328699784,13.679874645020183,1,0,0.10948667974572857,0.11149970529649685,1,0,1,0,0,1,0,2,5,125,0,0,0,0,0,0.2208337660089984,0,1,0,0,0.2673136583251079,0.2725258026596637,0.019736605527782558,0.030966804162275707,0.020121434486128874,0.03157060216453642,0.8103224129745268
2024-01-11 02:10:00,98.30407782649782,98.59647284390557,98.22689444952603,98.5148382369048,10692,98.3137854163958,98.02620986342558,98.11212446547026,98.22740744756288,98.22370451858416,98.20254536658902,98.0587002879811,1.0020450114870205,1.0029261770905982,58.74437896048504,0.02486208097386111,0.040620642408528175,-0.015758561434667064,59.027424621583556,36.70366161088657,0.3665689950520301,98.80519661671843,98.3137854163958,97.82237421607317,0.009996791360261834,0.7045667868141713,0.23869923740799384,0.001571444456179465,0.7765447161273942,-284804.0,41664.65,0.2566204204283487,-60.439560439560445,-89378.24690756875,14.09567661568828,1,0,0.29113371832063706,0.2963986338608863,0,0,0,0,0,0,0,2,10,130,0,0,0,0,0,0.21439640660579606,0,1,0,0,0.36957839437954476,0.3759542864862978,0.08163460700077962,0.07718337697178868,0.08304295081721937,0.07851492906328239,0.5702725419347229
2024-01-11 02:15:00,98.5148382369048,98.53401427056603,98.17264986288849,98.23930436331338,53390,98.29930908920419,98.04793126480043,98.10102597241519,98.22923774229373,98.22512268628681,98.20526825523527,98.06578280073923,0.9993895712345613,1.0001024809033545,51.006321865226056,0.02396948705846569,0.037290411338515676,-0.013320924280049988,67.87916837690234,53.69929198302797,0.05055099743855873,98.78149918080669,98.29930908920419,97.81711899760168,0.009810650676393438,0.43777897250917436,0.2474610352843901,0.00168784537235702,0.8444000474030153,-338194.0,42792.8,1.2476397898711933,162.87543082225505,-104310.772580168,14.19785953914085,1,0,0.014181677026570583,0.014437932617161786,0,0,0,0,0,0,0,2,15,135,0,0,0,0,0,0.27968768819253415,0,0,1,0,0.3613644076775415,0.3668121616446712,0.01917603366123899,0.06665450042488885,0.019465122213493547,0.06765935123864347,0.762482047864776
2024-01-11 02:20:00,98.23930436331338,98.3251127367875,97.9565369750465,98.05173935533034,16533,98.2683145066725,98.0687587716877,98.08922379127716,98.20193029814551,98.20936056529077,98.1938957441312,98.06523207738987,0.9977960835857478,0.9984705907270948,46.51456648985868,0.008034554014315631,0.03143923987367567,-0.023404685859360036,57.85450381271843,61.587032270401444,-0.2187847532729159,98.73004826171773,98.2683145066725,97.80658075162727,0.009397408663478775,0.265476154844971,0.25611208717414785,0.0016878695360979107,0.8548414567229388,-354727.0,41353.7,0.3997949397514612,-79.3135807412227,-107467.36280348164,13.262178825997223,0,1,-0.15762120996042484,-0.1604950984846667,0,1,0,1,1,0,0,2,20,140,0,0,0,0,0,0.1909266450924543,1,0,1,0,0.36857576174099904,0.3751815672247782,0.08580837347412285,0.09520238028383687,0.08734627553629873,0.09690864659602515,0.5088913256179951
2024-01-11 02:25:00,98.05173935533034,98.22562062019439,98.04778514045074,98.15474640877208,34594,98.23773790056717,98.08418332159923,98.07635743259083,98.19467123824191,98.20439564197089,98.19099579336385,98.06874244332643,0.9991551974468398,0.9995934114451795,49.162320506684416,0.0036754448780556004,0.025886480874551653,-0.022211035996496053,42.42421973648806,56.052630642036284,0.06604744587288547,98.64078163748272,98.23773790056717,97.83469416365162,0.008205476745067077,0.3970440622273286,0.2505209009291122,0.0016916136546721195,0.8667208514995173,-320133.0,41867.05,0.826282243434873,82.5829946693408,-103833.13251833575,12.393332449506714,0,1,-0.04964923319880654,-0.05055703756868018,0,0,0,0,0,0,0,2,25,145,0,0,0,0,0,0.1050537747917509,1,1,0,0,0.17783547974364922,0.18136902100144298,0.0708742114223071,0.003954214879598794,0.07228246218607666,0.004032784023615419,0.5792266739473391
2024-01-11 02:30:00,98.15474640877208,98.30823230708351,98.09769365839755,98.25750359895451,50696,98.21302744309752,98.09976768363077,98.06323742512626,98.20433775527462,98.20922363806031,98.19592229748169,98.07614484158636,1.000452853934095,1.0005413797892755,51.72948662679497,0.008415457792935399,0.022392276258228403,-0.013976818465293004,43.20407463452664,47.82759939457771,0.13941816035480947,98.54051169428816,98.21302744309752,97.88554319190688,0.006668855644031077,0.5679057934775417,0.2476650257688877,0.0017184897548948965,0.8905666484561657,-269437.0,43124.85,1.175563509206409,-29.40848835914003,-98525.82064184875,11.95716316001052,1,0,0.04827996089420594,0.04916031214352801,1,0,1,0,0,1,0,2,30,150,0,0,0,0,0,0.10468896710760268,1,1,0,0,0.2105386486859686,0.21449665593262923,0.05072870812900021,0.057052750374538164,0.051682379085100046,0.05812530973992651,0.48806806172532685
2024-01-11 02:35:00,98.25750359895451,98.44855221731756,98.24283403078552,98.36051313621573,36123,98.20193539967161,98.12217745039635,98.05110193973394,98.22836473695787,98.22297722880171,98.20811421146199,98.08729653941496,1.0016148127417115,1.0013453181228429,54.22492700816921,0.020250525495882243,0.02196392610575917,-0.001713400609876927,56.43533061459109,47.3545416618686,0.23250832421792822,98.49145877556,98.20193539967161,97.91241202378322,0.005896490221095204,0.7738599880882272,0.24466882296625564,0.001705493647726345,0.8943682348917095,-233314.0,41337.95,0.8738459454327078,-2.7670856773707286,-94738.81875578962,12.1382696987119,1,0,0.13753590741401922,0.14002416877839238,0,0,0,0,0,0,0,2,35,155,0,0,0,0,0,0.10483630612238683,1,1,0,0,0.20571818653203877,0.20936638831339865,0.0880390811018259,0.014669568168997671,0.08960036422374835,0.01492971796726348,0.5007313111092995
